ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
3710,Fernando Ruiz,fernando ruiz,fernando ruiz,True,6
3711,Elena Álvarez Gómez,elena alvarez gomez,elena alvarez gomez,False,1
3712,Lucía Pérez Fernández,lucia perez fernandez,lucia perez fernandez,False,1
3713,M$aría Ruiz,m aria ruiz,m aria ruiz,False,1
3714,Pedro López Gómez,pedro lopez gomez,pedro lopez gomez,True,3
3715,Carmen Gutiérrez Moreno,carmen gutierrez moreno,carmen gutierrez moreno,False,1
3716,Francisco Álvarez González,francisco alvarez gonzalez,francisco alvarez gonzalez,False,1
3717,José García Rodríguez,jose garcia rodriguez,jose garcia rodriguez,False,1
3718,Dr. Lucía Ruiz,lucia ruiz,lucia ruiz,True,3
3719,Mg. Carmen Moreno Hernández,mg carmen moreno hernandez,mg carmen moreno hernandez,False,1
3720,Pablo Moreno Sánchez,pablo moreno sanchez,pablo moreno sanchez,False,1
3721,María Martín Muñoz,maria martin munoz,maria martin munoz,False,1
3722,Javier Gutiérrez Moreno,javier gutierrez moreno,javier gutierrez moreno,False,1
3723,Fernando Alonso Muñoz,fernando alonso munoz,fernando alonso munoz,True,2
3724,Elena Fernández,elena fernandez,elena fernandez,True,8
3725,Lucía Gutiérrez,lucia gutierrez,lucia gutierrez,True,11
3726,Teresa Gutiérrez Alonso,teresa gutierrez alonso,teresa gutierrez alonso,False,2
3727,Rafael Alonso,rafael alonso,rafael alonso,True,8
3728,Col. Carmen Rodríguez,col carmen rodriguez,col carmen rodriguez,False,1
3729,Isabel Álvarez García,isabel alvarez garcia,isabel alvarez garcia,False,1
3730,Lucía   García,lucia garcia,lucia garcia,True,5
3731,Lucía Hernández López,lucia hernandez lopez,lucia hernandez lopez,True,2
3732,Isabel Rodríguez,isabel rodriguez,isabel rodriguez,True,8
3733,Mg. Carlos Ruiz Fernández,mg carlos ruiz fernandez,mg carlos ruiz fernandez,False,1
3734,Pablo Hernández Rodríguez,pablo hernandez rodriguez,pablo hernandez rodriguez,False,1
3735,Elena Gutiérrez,elena gutierrez,elena gutierrez,True,9
3736,Luis González López,luis gonzalez lopez,luis gonzalez lopez,False,1
3737,Lucía Hernández Ruiz,lucia hernandez ruiz,lucia hernandez ruiz,False,1
3738,María López Hernández,maria lopez hernandez,maria lopez hernandez,False,1
3739,Luis Lópe@z,luis lope z,luis lope z,False,1
3740,Dr. Marta Hernández,marta hernandez,marta hernandez,True,9
3741,Carlos Martín,carlos martin,carlos martin,True,3
3742,Teresa Ruiz Gutiérrez,teresa ruiz gutierrez,teresa ruiz gutierrez,False,1
3743,Isabel Muñoz,isabel munoz,isabel munoz,True,10
3744,Pedro Rodríguez Martín,pedro rodriguez martin,pedro rodriguez martin,False,1
3745,Isabel Romero Gómez,isabel romero gomez,isabel romero gomez,False,1
3746,Ana Muñoz Gutiérrez,ana munoz gutierrez,ana munoz gutierrez,False,1
3747,Lucía Fernández,lucia fernandez,lucia fernandez,True,8
3748,Dr. Isabel Romero Jiménez,isabel romero jimenez,isabel romero jimenez,False,1
3749,Fernando López,fernando lopez,fernando lopez,True,7
3750,Marta Fernández Gutiérrez,marta fernandez gutierrez,marta fernandez gutierrez,False,1
3751,Lucía Romero Fernández,lucia romero fernandez,lucia romero fernandez,True,3
3752,Elena Rodríguez Pérez,elena rodriguez perez,elena rodriguez perez,False,1
3753,Rafael Muñoz,rafael munoz,rafael munoz,True,10
3754,José Martín Sánchez,jose martin sanchez,jose martin sanchez,False,1
3755,Lic. Carmen Sánchez Sánchez,carmen sanchez sanchez,carmen sanchez sanchez,False,1
3756,Rafael Sánchez Pérez,rafael sanchez perez,rafael sanchez perez,False,1
3757,Francisco Ruiz,francisco ruiz,francisco ruiz,True,5
3758,Fernando Romero,fernando romero,fernando romero,True,6
3759,Ana Pérez Martín,ana perez martin,ana perez martin,False,1
3760,Luis Hernández Pérez,luis hernandez perez,luis hernandez perez,True,2
3761,Francisco Álvarez Sánchez,francisco alvarez sanchez,francisco alvarez sanchez,False,1
3762,Carlos Romero Sánchez,carlos romero sanchez,carlos romero sanchez,True,3
3763,Francisco Pérez Rodríguez,francisco perez rodriguez,francisco perez rodriguez,False,1
3764,Francisco Díaz,francisco diaz,francisco diaz,True,6
3765,Fernando López,fernando lopez,fernando lopez,True,7
3766,María Fernández Ruiz,maria fernandez ruiz,maria fernandez ruiz,False,1
3767,Carmen  Álvarez Jiménez,carmen alvarez jimenez,carmen alvarez jimenez,True,2
3768,Carlos Gutiérrez Romero,carlos gutierrez romero,carlos gutierrez romero,False,1
3769,Pablo  Moreno,pablo moreno,pablo moreno,True,6
3770,Isabel Moreno Romero,isabel moreno romero,isabel moreno romero,True,2
3771,Ana Gómez,ana gomez,ana gomez,True,4
3772,Fernando Hernán~dez,fernando hernan dez,fernando hernan dez,False,1
3773,José Pérez Rodríguez,jose perez rodriguez,jose perez rodriguez,True,2
3774,Pedro Pérez,pedro perez,pedro perez,True,4
3775,Isabel Pérez Martínez,isabel perez martinez,isabel perez martinez,False,1
3776,Juan Pérez,juan perez,juan perez,True,8
3777,Pablo Hernández Hernández,pablo hernandez hernandez,pablo hernandez hernandez,False,1
3778,Pilar Martín Martín,pilar martin martin,pilar martin martin,False,1
3779,Isabel Rodríguez Rodríguez,isabel rodriguez rodriguez,isabel rodriguez rodriguez,False,1
3780,Lic. Elena Martínez Fernández,elena martinez fernandez,elena martinez fernandez,True,2
3781,Elena García González,elena garcia gonzalez,elena garcia gonzalez,False,1
3782,Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
3783,Rafael Muñoz Jiménez,rafael munoz jimenez,rafael munoz jimenez,False,1
3784,Rafael López Ruiz,rafael lopez ruiz,rafael lopez ruiz,False,1
3785,Francisco Sánchez,francisco sanchez,francisco sanchez,True,6
3786,Lucía González Jiménez,lucia gonzalez jimenez,lucia gonzalez jimenez,False,1
3787,Marta Hernández González,marta hernandez gonzalez,marta hernandez gonzalez,True,2
3788,Lucía Díaz,lucia diaz,lucia diaz,True,4
3789,Lucía Romero García,lucia romero garcia,lucia romero garcia,True,2
3790,Ca(rlos Jiménez,ca rlos jimenez,ca rlos jimenez,False,1
3791,Teresa Muñoz Jiménez,teresa munoz jimenez,teresa munoz jimenez,False,1
3792,Pilar Martínez Moreno,pilar martinez moreno,pilar martinez moreno,True,3
3793,Juan Romero,juan romero,juan romero,True,11
3794,Juan Alonso,juan alonso,juan alonso,True,10
3795,Rafael Muñoz López,rafael munoz lopez,rafael munoz lopez,False,1
3796,Fernando Alonso,fernando alonso,fernando alonso,True,4
3797,Luis Jiménez López,luis jimenez lopez,luis jimenez lopez,False,1
3798,Francisco Hernández,francisco hernandez,francisco hernandez,True,6
3799,José  González González,jose gonzalez gonzalez,jose gonzalez gonzalez,False,1
3800,Carlos García,carlos garcia,carlos garcia,True,9
3801,Pilar Sánchez,pilar sanchez,pilar sanchez,True,12
3802,José Álvarez López,jose alvarez lopez,jose alvarez lopez,False,1
3803,Carmen Romero,carmen romero,carmen romero,True,8
3804,Marta Moreno Sánchez,marta moreno sanchez,marta moreno sanchez,True,2
3805,Francisco Alonso,francisco alonso,francisco alonso,True,10
3806,Juan Jiménez,juan jimenez,juan jimenez,True,6
3807,Francisco Fernández,francisco fernandez,francisco fernandez,True,8
3808,Carlos Martínez Álvarez,carlos martinez alvarez,carlos martinez alvarez,False,1
3809,Pablo Martín,pablo martin,pablo martin,True,12
3810,Carmen Muñoz,carmen munoz,carmen munoz,True,5
3811,Javier Fernández,javier fernandez,javier fernandez,True,9
3812,Marta Sánchez,marta sanchez,marta sanchez,True,13
3813,Pablo González,pablo gonzalez,pablo gonzalez,True,3
3814,José Muñoz Martínez,jose munoz martinez,jose munoz martinez,False,1
3815,Dr. Javier Díaz,javier diaz,javier diaz,True,7
3816,Rafael Moreno Gutiérrez,rafael moreno gutierrez,rafael moreno gutierrez,False,1
3817,Carmen González Muñoz,carmen gonzalez munoz,carmen gonzalez munoz,False,1
3818,Pilar Jiménez,pilar jimenez,pilar jimenez,True,7
3819,Fernando Gutiérrez,fernando gutierrez,fernando gutierrez,True,11
3820,Fernando Rodríguez,fernando rodriguez,fernando rodriguez,True,11
3821,Dr. Juan Alonso Díaz,juan alonso diaz,juan alonso diaz,False,1
3822,Sr. Elena Martín Alonso,elena martin alonso,elena martin alonso,True,2
3823,José Alonso Alonso,jose alonso alonso,jose alonso alonso,False,1
3824,Sofía Martín Álvarez,sofia martin alvarez,sofia martin alvarez,False,1
3825,Marta Sánchez López,marta sanchez lopez,marta sanchez lopez,False,2
3826,Sofía Muñoz Díaz,sofia munoz diaz,sofia munoz diaz,False,1
3827,Teresa Martín Martínez,teresa martin martinez,teresa martin martinez,False,1
3828,Pedro López Gutiérrez,pedro lopez gutierrez,pedro lopez gutierrez,False,1
3829,Javier Moreno,javier moreno,javier moreno,True,4
3830,Pedro González,pedro gonzalez,pedro gonzalez,True,8
3831,Luis Sánchez,luis sanchez,luis sanchez,True,7
3832,Sofía García,sofia garcia,sofia garcia,True,4
3833,José Fernández,jose fernandez,jose fernandez,True,9
3834,Pilar Gómez,pilar gomez,pilar gomez,True,3
3835,Rafael Moreno,rafael moreno,rafael moreno,True,5
3836,Sr. Teresa Álvarez,teresa alvarez,teresa alvarez,True,6
3837,Pedro  Alonso,pedro alonso,pedro alonso,True,6
3838,Elena Gutiérrez Romero,elena gutierrez romero,elena gutierrez romero,False,1
3839,Col. Carlos Moreno,col carlos moreno,col carlos moreno,False,1
3840,Carmen Moreno,carmen moreno,carmen moreno,True,7
3841,Fernando Hernández,fernando hernandez,fernando hernandez,True,5
3842,José Romero Romero,jose romero romero,jose romero romero,True,3
3843,Col. Pablo Jiménez Ruiz,col pablo jimenez ruiz,col pablo jimenez ruiz,False,1
3844,María Muñoz,maria munoz,maria munoz,True,5
3845,Marta Ruiz,marta ruiz,marta ruiz,True,7
3846,Pilar Rodríguez Martínez,pilar rodriguez martinez,pilar rodriguez martinez,False,1
3847,Luis  Díaz Moreno,luis diaz moreno,luis diaz moreno,True,2
3848,Javier Martín,javier martin,javier martin,True,7
3849,Sofía Martín,sofia martin,sofia martin,True,12
3850,Rafael Gutiérrez Díaz,rafael gutierrez diaz,rafael gutierrez diaz,False,1
3851,Isabel Ruiz Martín,isabel ruiz martin,isabel ruiz martin,True,2
3852,Pablo Hernández Pérez,pablo hernandez perez,pablo hernandez perez,False,1
3853,Luis Martínez,luis martinez,luis martinez,True,5
3854,Ana Álvarez Ruiz,ana alvarez ruiz,ana alvarez ruiz,True,2
3855,Rafael Rodríguez,rafael rodriguez,rafael rodriguez,True,10
3856,Fernando Sánchez,fernando sanchez,fernando sanchez,True,5
3857,Ana Alonso Martínez,ana alonso martinez,ana alonso martinez,False,1
3858,María Gutiérrez Muñoz,maria gutierrez munoz,maria gutierrez munoz,False,1
3859,Pedro Sánchez,pedro sanchez,pedro sanchez,True,2
3860,Marta Romero González,marta romero gonzalez,marta romero gonzalez,False,1
3861,Ana García,ana garcia,ana garcia,True,6
3862,Sofía Sánchez González,sofia sanchez gonzalez,sofia sanchez gonzalez,False,1
3863,Juan Muñoz,juan munoz,juan munoz,True,8
3864,Carmen Moreno,carmen moreno,carmen moreno,True,7
3865,Pedro Jiménez,pedro jimenez,pedro jimenez,True,4
3866,Pilar Hernández Martínez,pilar hernandez martinez,pilar hernandez martinez,True,2
3867,Pedro López Gómez,pedro lopez gomez,pedro lopez gomez,True,3
3868,Francisco Fernández Sánchez,francisco fernandez sanchez,francisco fernandez sanchez,False,1
3869,Mg. José Rodríguez,mg jose rodriguez,mg jose rodriguez,False,1
3870,Francisco López,francisco lopez,francisco lopez,True,6
3871,Ana Jiménez,ana jimenez,ana jimenez,True,6
3872,Ana Gutiérrez,ana gutierrez,ana gutierrez,True,2
3873,Juan Muñoz González,juan munoz gonzalez,juan munoz gonzalez,False,1
3874,Rafael Romero López,rafael romero lopez,rafael romero lopez,False,1
3875,Sofía Muñoz,sofia munoz,sofia munoz,True,6
3876,Marta González,marta gonzalez,marta gonzalez,True,9
3877,Francisco Pérez Fernández,francisco perez fernandez,francisco perez fernandez,False,1
3878,Pablo Gutiérrez Díaz,pablo gutierrez diaz,pablo gutierrez diaz,False,1
3879,Pilar Muñoz,pilar munoz,pilar munoz,True,6
3880,María Fernández,maria fernandez,maria fernandez,True,7
3881,Fernando Muñoz Jiménez,fernando munoz jimenez,fernando munoz jimenez,False,1
3882,Elena Álvarez López,elena alvarez lopez,elena alvarez lopez,False,1
3883,Carmen González,carmen gonzalez,carmen gonzalez,True,9
3884,José Martínez,jose martinez,jose martinez,True,7
3885,Sofía Hernández,sofia hernandez,sofia hernandez,True,8
3886,Javier  Ruiz,javier ruiz,javier ruiz,True,5
3887,Pilar Gutiérrez García,pilar gutierrez garcia,pilar gutierrez garcia,True,2
3888,Marta Romero,marta romero,marta romero,True,7
3889,Sr. Francisco Rodríguez Moreno,francisco rodriguez moreno,francisco rodriguez moreno,False,1
3890,Juan Romero,juan romero,juan romero,True,11
3891,María Jiménez Hernández,maria jimenez hernandez,maria jimenez hernandez,False,1
3892,Elena González,elena gonzalez,elena gonzalez,True,3
3893,Juan Martín,juan martin,juan martin,True,4
3894,María Fernández Romero,maria fernandez romero,maria fernandez romero,False,1
3895,Pilar Ruiz Pérez,pilar ruiz perez,pilar ruiz perez,False,1
3896,Luis Sánchez Romero,luis sanchez romero,luis sanchez romero,False,1
3897,Pablo Rodríguez,pablo rodriguez,pablo rodriguez,True,5
3898,Lic. María Díaz,maria diaz,maria diaz,True,5
3899,Car&men Gutiérrez Rodríguez,car men gutierrez rodriguez,car men gutierrez rodriguez,False,1
3900,Sr. Isabel López,isabel lopez,isabel lopez,True,9
3901,Marta Martínez,marta martinez,marta martinez,True,7
3902,María Gutiérrez Ruiz,maria gutierrez ruiz,maria gutierrez ruiz,False,1
3903,Teresa Alonso Álvarez,teresa alonso alvarez,teresa alonso alvarez,False,1
3904,Elena Jiménez Martínez,elena jimenez martinez,elena jimenez martinez,False,1
3905,Juan Gómez,juan gomez,juan gomez,True,3
3906,Ana García Romero,ana garcia romero,ana garcia romero,False,1
3907,Pablo Muñoz,pablo munoz,pablo munoz,True,3
3908,Dr. Lucía López,lucia lopez,lucia lopez,True,7
3909,Pilar Álvarez Jiménez,pilar alvarez jimenez,pilar alvarez jimenez,True,2
3910,Pedro Moreno Moreno,pedro moreno moreno,pedro moreno moreno,False,1
3911,Rafael González,rafael gonzalez,rafael gonzalez,True,4
3912,Javier Rodríguez,javier rodriguez,javier rodriguez,True,9
3913,Pilar Sánchez,pilar sanchez,pilar sanchez,True,12
3914,Fernando Jiménez Muñoz,fernando jimenez munoz,fernando jimenez munoz,False,1
3915,Pilar Rodríguez,pilar rodriguez,pilar rodriguez,True,4
3916,Sra. Luis Alonso Pérez,luis alonso perez,luis alonso perez,False,1
3917,Marta Díaz López,marta diaz lopez,marta diaz lopez,False,1
3918,Pedro Romero,pedro romero,pedro romero,True,8
3919,Col. Rafael López,col rafael lopez,col rafael lopez,False,1
3920,Teresa Sánchez Álvarez,teresa sanchez alvarez,teresa sanchez alvarez,False,1
3921,Carlos Romero García,carlos romero garcia,carlos romero garcia,False,1
3922,José Alonso Martín,jose alonso martin,jose alonso martin,False,1
3923,Lucía Moreno Ruiz,lucia moreno ruiz,lucia moreno ruiz,False,1
3924,Lucía Muñoz Díaz,lucia munoz diaz,lucia munoz diaz,False,1
3925,Pilar Sánchez,pilar sanchez,pilar sanchez,True,12
3926,Juan Sánchez Muñoz,juan sanchez munoz,juan sanchez munoz,False,1
3927,Ana González,ana gonzalez,ana gonzalez,True,7
3928,Carlos Martín García,carlos martin garcia,carlos martin garcia,False,1
3929,Luis Gómez González,luis gomez gonzalez,luis gomez gonzalez,False,1
3930,Juan Gómez Alonso,juan gomez alonso,juan gomez alonso,False,1
3931,Carlos González,carlos gonzalez,carlos gonzalez,True,3
3932,Javier Sánchez Alonso,javier sanchez alonso,javier sanchez alonso,False,1
3933,Pilar Díaz Martín,pilar diaz martin,pilar diaz martin,False,1
3934,Sr. Carlos Alonso García,carlos alonso garcia,carlos alonso garcia,False,1
3935,Juan  Martínez Gómez,juan martinez gomez,juan martinez gomez,True,2
3936,Sr. Marta Pérez Martín,marta perez martin,marta perez martin,False,1
3937,Javier Ruiz Romero,javier ruiz romero,javier ruiz romero,False,1
3938,Fernando González,fernando gonzalez,fernando gonzalez,True,6
3939,Rafael Alonso Alonso,rafael alonso alonso,rafael alonso alonso,False,1
3940,Luis Hernández García,luis hernandez garcia,luis hernandez garcia,False,1
3941,Sr. Carlos Martínez,carlos martinez,carlos martinez,True,6
3942,José García Gómez,jose garcia gomez,jose garcia gomez,False,1
3943,Carlos García,carlos garcia,carlos garcia,True,9
3944,Elena Alonso Sánchez,elena alonso sanchez,elena alonso sanchez,True,2
3945,Sra. Pedro Gutiérrez,pedro gutierrez,pedro gutierrez,True,11
3946,Carlos Muñoz,carlos munoz,carlos munoz,True,6
3947,José Pérez,jose perez,jose perez,True,8
3948,Dr. Marta Moreno,marta moreno,marta moreno,True,9
3949,Ana Rodríguez Romero,ana rodriguez romero,ana rodriguez romero,False,2
3950,Carlos Martínez Sánchez,carlos martinez sanchez,carlos martinez sanchez,True,2
3951,Pedro Jiménez Moreno,pedro jimenez moreno,pedro jimenez moreno,False,1
3952,Carmen Álvarez Romero,carmen alvarez romero,carmen alvarez romero,False,1
3953,Juan Martínez,juan martinez,juan martinez,True,7
3954,José Pérez,jose perez,jose perez,True,8
3955,Rafael Álvarez Pérez,rafael alvarez perez,rafael alvarez perez,False,1
3956,Isabe)l Sánchez Romero,isabe l sanchez romero,isabe l sanchez romero,False,1
3957,Carmen Hernández Romero,carmen hernandez romero,carmen hernandez romero,False,1
3958,Isabel Martín,isabel martin,isabel martin,True,9
3959,Francisco Martín García,francisco martin garcia,francisco martin garcia,False,1
3960,Isabel Pérez Hernández,isabel perez hernandez,isabel perez hernandez,False,1
3961,Elena Gutiérrez Martín,elena gutierrez martin,elena gutierrez martin,True,2
3962,Teresa Romero,teresa romero,teresa romero,True,7
3963,Elena Díaz Gómez,elena diaz gomez,elena diaz gomez,False,1
3964,Ana Álvarez Muñoz,ana alvarez munoz,ana alvarez munoz,False,1
3965,Teresa González Pérez,teresa gonzalez perez,teresa gonzalez perez,False,1
3966,Lucía Alonso,lucia alonso,lucia alonso,True,6
3967,Francisco Pérez Álvarez,francisco perez alvarez,francisco perez alvarez,False,1
3968,Pedro Gómez Gómez,pedro gomez gomez,pedro gomez gomez,False,1
3969,Pedro Martínez,pedro martinez,pedro martinez,True,7
3970,Pedro Romero,pedro romero,pedro romero,True,8
3971,María Díaz Pérez,maria diaz perez,maria diaz perez,False,1
3972,Carmen Pérez,carmen perez,carmen perez,True,8
3973,Pedro González,pedro gonzalez,pedro gonzalez,True,8
3974,Col. Javier Hernández,col javier hernandez,col javier hernandez,False,1
3975,Isabel Moreno López,isabel moreno lopez,isabel moreno lopez,False,1
3976,Teresa González Fernández,teresa gonzalez fernandez,teresa gonzalez fernandez,False,1
3977,Juan Gómez Martínez,juan gomez martinez,juan gomez martinez,False,1
3978,Pablo Alonso,pablo alonso,pablo alonso,True,9
3979,Ana García,ana garcia,ana garcia,True,6
3980,José Sánchez Alonso,jose sanchez alonso,jose sanchez alonso,False,1
3981,Lic. Ana Jiménez,ana jimenez,ana jimenez,True,6
3982,Javier Muñoz,javier munoz,javier munoz,True,10
3983,Pedro Sánchez Moreno,pedro sanchez moreno,pedro sanchez moreno,True,2
3984,Pilar Pérez,pilar perez,pilar perez,True,4
3985,María Gutiérrez García,maria gutierrez garcia,maria gutierrez garcia,False,1
3986,Rafael Rodríguez Díaz,rafael rodriguez diaz,rafael rodriguez diaz,False,1
3987,Pedro   Ruiz,pedro ruiz,pedro ruiz,True,7
3988,María López Romero,maria lopez romero,maria lopez romero,False,2
3989,Sofía Díaz García,sofia diaz garcia,sofia diaz garcia,False,1
3990,Francisco Martínez,francisco martinez,francisco martinez,True,7
3991,Juan Martínez Romero,juan martinez romero,juan martinez romero,False,1
3992,Isabel López,isabel lopez,isabel lopez,True,9
3993,Sra. Carmen Fernández,carmen fernandez,carmen fernandez,True,9
3994,José López,jose lopez,jose lopez,True,5
3995,Pedro Alonso,pedro alonso,pedro alonso,True,6
3996,Isabel Álvarez Romero,isabel alvarez romero,isabel alvarez romero,False,1
3997,Col. Fernando Díaz Alonso,col fernando diaz alonso,col fernando diaz alonso,False,1
3998,Lic. Juan Pérez,juan perez,juan perez,True,8
3999,Juan Fernández,juan fernandez,juan fernandez,True,8
4000,Isabel Martínez Pérez,isabel martinez perez,isabel martinez perez,False,1
4001,Marta Martínez,marta martinez,marta martinez,True,7
4002,Pablo Romero,pablo romero,pablo romero,True,6
4003,Pilar Gutiérrez,pilar gutierrez,pilar gutierrez,True,9
4004,Lucía Hernández,lucia hernandez,lucia hernandez,True,7
4005,Carlos  Rodríguez,carlos rodriguez,carlos rodriguez,True,5
4006,Pablo Martínez,pablo martinez,pablo martinez,True,4
4007,Elena Sánchez Muñoz,elena sanchez munoz,elena sanchez munoz,False,2
4008,Carmen Martínez,carmen martinez,carmen martinez,True,7
4009,Pedro Pérez,pedro perez,pedro perez,True,4
4010,Juan Alonso,juan alonso,juan alonso,True,10
4011,Rafael Hernández,rafael hernandez,rafael hernandez,True,5
4012,Pedro Díaz Romero,pedro diaz romero,pedro diaz romero,False,1
4013,José Fernández Pérez,jose fernandez perez,jose fernandez perez,False,1
4014,Marta Díaz Martínez,marta diaz martinez,marta diaz martinez,False,1
4015,Luis Martín González,luis martin gonzalez,luis martin gonzalez,False,1
4016,Sr. Isabel García Ruiz,isabel garcia ruiz,isabel garcia ruiz,False,1
4017,Juan Rodríguez Fernández,juan rodriguez fernandez,juan rodriguez fernandez,False,1
4018,Lucía Gutiérrez Martín,lucia gutierrez martin,lucia gutierrez martin,False,1
4019,Lic. Pedro López Muñoz,pedro lopez munoz,pedro lopez munoz,False,1
4020,Mg. Pablo Álvarez,mg pablo alvarez,mg pablo alvarez,False,1
4021,Sofía Alonso,sofia alonso,sofia alonso,True,11
4022,Luis García Hernández,luis garcia hernandez,luis garcia hernandez,False,1
4023,Javier Alonso Alonso,javier alonso alonso,javier alonso alonso,False,1
4024,Elena Gutiérrez,elena gutierrez,elena gutierrez,True,9
4025,Sofía Pérez,sofia perez,sofia perez,True,5
4026,Pablo Moreno,pablo moreno,pablo moreno,True,6
4027,Pedro Romero,pedro romero,pedro romero,True,8
4028,Carlos Jiménez Muñoz,carlos jimenez munoz,carlos jimenez munoz,False,2
4029,Carlos Martínez,carlos martinez,carlos martinez,True,6
4030,Teresa Alonso,teresa alonso,teresa alonso,True,7
4031,Luis Rodríguez Gutiérrez,luis rodriguez gutierrez,luis rodriguez gutierrez,False,1
4032,Francisco López,francisco lopez,francisco lopez,True,6
4033,Francisco González,francisco gonzalez,francisco gonzalez,True,6
4034,Isabel Martín,isabel martin,isabel martin,True,9
4035,Pedro Martín,pedro martin,pedro martin,True,6
4036,Pedro García Martínez,pedro garcia martinez,pedro garcia martinez,False,1
4037,Luis Rodríguez,luis rodriguez,luis rodriguez,True,7
4038,María Moreno,maria moreno,maria moreno,True,4
4039,José García López,jose garcia lopez,jose garcia lopez,False,1
4040,Rafael Fernández,rafael fernandez,rafael fernandez,True,4
4041,Pilar Gómez Martín,pilar gomez martin,pilar gomez martin,False,1
4042,Teresa Gutiérrez Alonso,teresa gutierrez alonso,teresa gutierrez alonso,True,2
4043,Javier Fernández,javier fernandez,javier fernandez,True,9
4044,María Ruiz García,maria ruiz garcia,maria ruiz garcia,False,1
4045,Lic. Sofía Romero,sofia romero,sofia romero,True,3
4046,Elena Sánchez Muñoz,elena sanchez munoz,elena sanchez munoz,True,2
4047,Juan Moreno,juan moreno,juan moreno,True,6
4048,Isabel Ruiz Hernández,isabel ruiz hernandez,isabel ruiz hernandez,False,1
4049,Teresa Romero,teresa romero,teresa romero,True,7
4050,Juan García Romero,juan garcia romero,juan garcia romero,False,1
4051,José Martín Moreno,jose martin moreno,jose martin moreno,False,1
4052,Isabel Sánchez González,isabel sanchez gonzalez,isabel sanchez gonzalez,False,1
4053,María Fernández,maria fernandez,maria fernandez,True,7
4054,Sofía Gutiérrez Muñoz,sofia gutierrez munoz,sofia gutierrez munoz,True,2
4055,Dr. Sofía Fernández,sofia fernandez,sofia fernandez,True,6
4056,Ana Rodríguez,ana rodriguez,ana rodriguez,True,6
4057,Isabel Gutiérrez Pérez,isabel gutierrez perez,isabel gutierrez perez,True,3
4058,Lic. Elena Rodríguez,elena rodriguez,elena rodriguez,True,9
4059,Marta Alonso Sánchez,marta alonso sanchez,marta alonso sanchez,True,2
4060,Javier Fernández Alonso,javier fernandez alonso,javier fernandez alonso,False,1
4061,Rafael Alonso García,rafael alonso garcia,rafael alonso garcia,False,1
4062,José Ruiz Sánchez,jose ruiz sanchez,jose ruiz sanchez,False,1
4063,Lucía García,lucia garcia,lucia garcia,True,5
4064,Ana López,ana lopez,ana lopez,True,6
4065,Pablo   Álvarez,pablo alvarez,pablo alvarez,True,6
4066,Teresa Alonso,teresa alonso,teresa alonso,True,7
4067,Juan* Fernández,juan fernandez,juan fernandez,True,8
4068,Fernando Rodríguez García,fernando rodriguez garcia,fernando rodriguez garcia,True,2
4069,Pablo Gutiérrez Martín,pablo gutierrez martin,pablo gutierrez martin,False,1
4070,Rafael Gutiérrez,rafael gutierrez,rafael gutierrez,True,7
4071,Sra. Sofía Moreno Alonso,sofia moreno alonso,sofia moreno alonso,False,1
4072,Sra. Ana Fernández,ana fernandez,ana fernandez,True,7
4073,Pablo Pérez Fernández,pablo perez fernandez,pablo perez fernandez,False,1
4074,Col. Pilar Gómez Gutiérrez,col pilar gomez gutierrez,col pilar gomez gutierrez,False,1
4075,Lic. Fernando Romero,fernando romero,fernando romero,True,6
4076,Lic. Rafael Romero Romero,rafael romero romero,rafael romero romero,False,1
4077,Mg. Isabel Moreno,mg isabel moreno,mg isabel moreno,False,1
4078,Lucía Rodríguez,lucia rodriguez,lucia rodriguez,True,4
4079,Ana Rodríguez López,ana rodriguez lopez,ana rodriguez lopez,False,1
4080,Luis   Jiménez,luis jimenez,luis jimenez,True,5
4081,Luis Jiménez Álvarez,luis jimenez alvarez,luis jimenez alvarez,False,1
4082,Marta Alonso,marta alonso,marta alonso,True,7
4083,Luis Sánchez,luis sanchez,luis sanchez,True,7
4084,Isabel García García,isabel garcia garcia,isabel garcia garcia,False,1
4085,Sr. Pilar Moreno Sánchez,pilar moreno sanchez,pilar moreno sanchez,False,1
4086,Ana Alonso,ana alonso,ana alonso,True,6
4087,Sofía Martínez Alonso,sofia martinez alonso,sofia martinez alonso,False,1
4088,Lucía Muñoz,lucia munoz,lucia munoz,True,3
4089,Francisco Martínez,francisco martinez,francisco martinez,True,7
4090,Sofía Jiménez,sofia jimenez,sofia jimenez,True,6
4091,José López,jose lopez,jose lopez,True,5
4092,Sr. José Moreno,jose moreno,jose moreno,True,12
4093,Fernando García,fernando garcia,fernando garcia,True,10
4094,Sofía Moreno,sofia moreno,sofia moreno,True,7
4095,Col. Juan Díaz Rodríguez,col juan diaz rodriguez,col juan diaz rodriguez,False,1
4096,Marta García Álvarez,marta garcia alvarez,marta garcia alvarez,False,1
4097,Marta Pérez,marta perez,marta perez,True,5
4098,Carlos Díaz,carlos diaz,carlos diaz,True,9
4099,Mg. Francisco Muñoz López,mg francisco munoz lopez,mg francisco munoz lopez,False,1
4100,Teresa Jiménez,teresa jimenez,teresa jimenez,True,6
4101,Col. Sofía López,col sofia lopez,col sofia lopez,False,1
4102,Juan González González,juan gonzalez gonzalez,juan gonzalez gonzalez,False,2
